31, 1
36, 1
40, 2
41, 2
42, 1
43, 2
44, 2
45, 3
47, 1
48, 7
49, 3
50, 5
51, 7
52, 10
53, 10
54, 10
55, 14
56, 14
57, 18
58, 19
59, 16
60, 21
61, 33
62, 36
63, 42
64, 43
65, 52
66, 52
67, 51
68, 47
69, 45
70, 59
71, 73
72, 82
73, 73
74, 74
75, 88
76, 68
77, 76
78, 94
79, 80
80, 75
81, 98
82, 75
83, 95
84, 76
85, 79
86, 82
87, 88
88, 79
89, 93
90, 104
91, 96
92, 93
93, 103
94, 99
95, 108
96, 133
97, 146
98, 138
99, 146
100, 195
101, 181
102, 226
103, 252
104, 313
105, 345
106, 384
107, 457
108, 541
109, 603
110, 663
111, 705
112, 829
113, 939
114, 1012
115, 1225
116, 1243
117, 1341
118, 1434
119, 1613
120, 1646
121, 1783
122, 1902
123, 1932
124, 1969
125, 2043
126, 2150
127, 2101
128, 2124
129, 2105
130, 2054
131, 2133
132, 1958
133, 1851
134, 1901
135, 1747
136, 1584
137, 1480
138, 1423
139, 1214
140, 1118
141, 1026
142, 953
143, 837
144, 732
145, 653
146, 554
147, 489
148, 415
149, 402
150, 337
151, 245
152, 233
153, 218
154, 159
155, 127
156, 111
157, 109
158, 74
159, 48
160, 39
161, 42
162, 20
163, 25
164, 18
165, 16
166, 10
167, 9
168, 12
169, 6
170, 8
171, 5
172, 1
174, 1
175, 1
177, 2
180, 1
