12, 2
17, 2
19, 3
20, 4
21, 4
22, 10
23, 11
24, 12
25, 12
26, 31
27, 28
28, 29
29, 48
30, 41
31, 50
32, 57
33, 81
34, 62
35, 90
36, 108
37, 111
38, 107
39, 101
40, 125
41, 136
42, 171
43, 203
44, 218
45, 234
46, 300
47, 433
48, 462
49, 604
50, 752
51, 865
52, 1070
53, 1265
54, 1374
55, 1689
56, 1943
57, 2229
58, 2417
59, 2596
60, 2746
61, 3009
62, 3004
63, 3187
64, 3238
65, 3028
66, 2941
67, 2863
68, 2604
69, 2393
70, 2204
71, 2013
72, 1755
73, 1539
74, 1376
75, 1153
76, 979
77, 838
78, 657
79, 523
80, 441
81, 325
82, 261
83, 224
84, 162
85, 112
86, 85
87, 61
88, 50
89, 41
90, 31
91, 21
92, 11
93, 5
94, 5
95, 5
96, 3
97, 3
98, 2
99, 2
100, 3
102, 1
103, 1
105, 2
106, 2
107, 1
